Date,lag1,lag2,lag3,lag4,lag5,RSI,StdDev,Momentum,macd,atr,sar,candelstatus
2017.07.05,-0.00194,-0.00534,-0.0015,0.00633,0.00395,60.17849264,0.01082905,101.2520526,0.00460074,0.00671929,1.12018572,1
2017.07.06,0.00043,-0.00194,-0.00534,-0.0015,0.00633,60.4862502,0.00982108,101.8201717,0.00504111,0.00694643,1.12164398,1
2017.07.07,0.00699,0.00043,-0.00194,-0.00534,-0.0015,65.2426017,0.00854899,102.5998293,0.00552757,0.00687786,1.12301474,0
2017.07.10,-0.00227,0.00699,0.00043,-0.00194,-0.00534,62.38305236,0.00721709,102.0479619,0.00604444,0.00680929,1.12430326,1
2017.07.11,0.00026,-0.00227,0.00699,0.00043,-0.00194,62.5456973,0.00414518,102.2122584,0.00643519,0.00720357,1.12551446,1
2017.07.12,0.00684,0.00026,-0.00227,0.00699,0.00043,67.10132619,0.00415234,102.412361,0.00674795,0.00762643,1.1273069,0
2017.07.13,-0.00559,0.00684,0.00026,-0.00227,0.00699,60.56034842,0.0040107,102.1348586,0.00689048,0.00778214,1.12946621,0
2017.07.14,-0.00134,-0.00559,0.00684,0.00026,-0.00227,59.0973732,0.00357945,100.5327923,0.00690642,0.00801357,1.13140959,1
2017.07.17,0.00706,-0.00134,-0.00559,0.00684,0.00026,64.36674599,0.00412302,100.8447312,0.00693727,0.00712143,1.13315863,1
2017.07.18,0.00046,0.00706,-0.00134,-0.00559,0.00684,64.67146121,0.00445978,100.3330682,0.00699875,0.00721143,1.13473277,1
2017.07.19,0.00763,0.00046,0.00706,-0.00134,-0.00559,69.26101056,0.00556842,101.2009145,0.00714728,0.00703286,1.13755724,0
2017.07.20,-0.00395,0.00763,0.00046,0.00706,-0.00134,64.59980918,0.00522679,101.3297545,0.0072648,0.00793,1.14004277,1
2017.07.21,0.01154,-0.00395,0.00763,0.00046,0.00706,70.8293477,0.00750081,102.5031069,0.00748149,0.00787214,1.14364318,1
2017.07.24,0.00319,0.01154,-0.00395,0.00763,0.00046,72.2161625,0.0090028,102.7329915,0.00779841,0.00799357,1.14757547,0
2017.07.25,-0.00205,0.00319,0.01154,-0.00395,0.00763,70.15526917,0.00924449,101.9438048,0.0081141,0.00817286,1.15131849,1
2017.07.26,0.00027,-0.00205,0.00319,0.01154,-0.00395,70.42020039,0.00976474,102.2121991,0.00847974,0.00840071,1.15528679,1
2017.07.27,0.0084,0.00027,-0.00205,0.00319,0.01154,74.44412654,0.01021263,102.9285326,0.0089666,0.00887571,1.15901543,0
2017.07.28,-0.00571,0.0084,0.00027,-0.00205,0.00319,67.71272753,0.00854324,101.8174524,0.00942534,0.00927714,1.16125,1
2017.07.31,0.00733,-0.00571,0.0084,0.00027,-0.00205,71.20537318,0.00837067,102.9429808,0.0099156,0.00945929,1.164524,1
2017.08.01,0.00951,0.00733,-0.00571,0.0084,0.00027,75.09550402,0.00893156,103.8984285,0.0104418,0.00918214,1.16707,0
2017.08.02,-0.00408,0.00951,0.00733,-0.00571,0.0084,70.66753774,0.0089304,102.8563957,0.01098865,0.00940214,1.170556,1
2017.08.03,0.00546,-0.00408,0.00951,0.00733,-0.00571,72.9545964,0.00805256,103.2900011,0.01149121,0.00927357,1.1746308,1
2017.08.04,0.00134,0.00546,-0.00408,0.00951,0.00733,73.48469996,0.00845727,102.7212769,0.01193784,0.01004857,1.19093,0
2017.08.07,-0.00965,0.00134,0.00546,-0.00408,0.00951,63.60169104,0.0079745,102.2407309,0.01226623,0.00956286,1.1905668,1
2017.08.08,0.00225,-0.00965,0.00134,0.00546,-0.00408,64.79517136,0.00711843,101.4153174,0.01251358,0.01000929,1.19021086,0
2017.08.09,-0.00438,0.00225,-0.00965,0.00134,0.00546,60.50315605,0.00624709,100.7641247,0.01258028,0.00926571,1.18946163,1
2017.08.10,0.00083,-0.00438,0.00225,-0.00965,0.00134,61.04046467,0.00619428,100.9903031,0.01256292,0.00938929,1.18822553,1
2017.08.11,0.00123,0.00083,-0.00438,0.00225,-0.00965,61.83103827,0.00547449,101.0516827,0.01242786,0.00967857,1.1870636,1
2017.08.14,0.00491,0.00123,0.00083,-0.00438,0.00225,64.99079781,0.0050345,100.761166,0.01216279,0.00958786,1.18597138,0
2017.08.15,-0.00428,0.00491,0.00123,0.00083,-0.00438,60.45026676,0.00447144,100.8865096,0.01179726,0.00943571,1.1849447,0
2017.08.16,-0.00449,-0.00428,0.00491,0.00123,0.00083,56.04624234,0.00487245,99.89613485,0.01126919,0.009225,1.1838,1
2017.08.17,0.00323,-0.00449,-0.00428,0.00491,0.00123,58.40442947,0.00397886,99.36577374,0.0106369,0.00947571,1.18223,0
2017.08.18,-0.00437,0.00323,-0.00449,-0.00428,0.00491,54.15194263,0.00284954,99.33899425,0.00997606,0.00907357,1.1803028,1
2017.08.21,0.00352,-0.00437,0.00323,-0.00449,-0.00428,56.43203405,0.00285192,99.12862301,0.00930651,0.00934571,1.16617,1
2017.08.22,0.00613,0.00352,-0.00437,0.00323,-0.00449,60.86693513,0.00299844,99.54245943,0.0087326,0.00907857,1.166502,0
2017.08.23,-0.00524,0.00613,0.00352,-0.00437,0.00323,55.70584221,0.0029564,99.90655873,0.00818602,0.009225,1.16682736,1
2017.08.24,0.00453,-0.00524,0.00613,0.00352,-0.00437,58.94669959,0.00314628,100.1008945,0.00769631,0.00831643,1.16714621,0
2017.08.25,-0.00078,0.00453,-0.00524,0.00613,0.00352,58.14767636,0.00324894,100.417039,0.00720472,0.00920714,1.16745869,1
2017.08.28,0.01195,-0.00078,0.00453,-0.00524,0.00613,66.92419643,0.00623721,101.5640149,0.00688248,0.00890857,1.16852554,1
2017.08.29,0.00362,0.01195,-0.00078,0.00453,-0.00524,68.70112104,0.00877284,101.7645809,0.0067682,0.00926,1.17031381,0
2017.08.30,-0.00067,0.00362,0.01195,-0.00078,0.00453,67.9497182,0.00964447,101.268896,0.00678341,0.00942071,1.1732471,0
2017.08.31,-0.00888,-0.00067,0.00362,0.01195,-0.00078,59.00536274,0.00925217,100.8829647,0.00686011,0.00935714,1.17594574,1
2017.09.01,0.00268,-0.00888,-0.00067,0.00362,0.01195,60.68726651,0.00824754,101.4956792,0.00698189,0.009795,1.17842848,0
2017.09.04,-0.00517,0.00268,-0.00888,-0.00067,0.00362,58.17446782,0.00728369,100.9943822,0.00705943,0.00949857,1.1807126,1
2017.09.05,0.00113,-0.00517,0.00268,-0.00888,-0.00067,58.75706869,0.00700837,101.4434151,0.00715522,0.00932214,1.18281399,1
2017.09.06,0.00204,0.00113,-0.00517,0.00268,-0.00888,60.21666731,0.00587285,101.3632302,0.00724207,0.00874429,1.18474727,1
2017.09.07,0.00043,0.00204,0.00113,-0.00517,0.00268,60.55730833,0.00519242,100.8701909,0.00733199,0.00930929,1.18652589,1
2017.09.08,0.01046,0.00043,0.00204,0.00113,-0.00517,67.41027755,0.00470206,102.2115278,0.00738899,0.00917,1.18816222,1
2017.09.11,0.00116,0.01046,0.00043,0.00204,0.00113,66.6141861,0.00510443,101.7626033,0.00738163,0.00921643,1.190265,0
2017.09.12,-0.00626,0.00116,0.01046,0.00043,0.00204,59.51902621,0.00492487,101.2984701,0.00727436,0.008995,1.1921575,1
2017.09.13,0.00142,-0.00626,0.00116,0.01046,0.00043,60.535386,0.0049315,100.1984576,0.00718126,0.00962357,1.20919,0
2017.09.14,-0.00812,0.00142,-0.00626,0.00116,0.01046,52.37936475,0.00488048,99.21858042,0.00700458,0.00902286,1.2087514,1
2017.09.15,0.00335,-0.00812,0.00142,-0.00626,0.00116,55.07654584,0.0048775,99.55643915,0.00681744,0.00916071,1.20775014,1
2017.09.18,0.00262,0.00335,-0.00812,0.00142,-0.00626,55.13355964,0.00471382,100.3063328,0.00661751,0.00866357,1.20678894,1
2017.09.19,0.00334,0.00262,0.00335,-0.00812,0.00142,57.88034518,0.0044832,100.3610624,0.00642144,0.00833571,1.20586618,1
2017.09.20,0.00412,0.00334,0.00262,0.00335,-0.00812,61.04820562,0.00445206,100.9290505,0.00626308,0.00892643,1.20498033,0
2017.09.21,-0.01015,0.00412,0.00334,0.00262,0.00335,50.70180128,0.0049458,99.98570395,0.00595107,0.00862786,1.20412992,1
2017.09.22,0.00509,-0.01015,0.00412,0.00334,0.00262,54.74422294,0.0040642,100.2417791,0.00557321,0.00865857,1.20332,1
2017.09.25,0.00058,0.00509,-0.01015,0.00412,0.00334,50.95327838,0.00338948,99.84391128,0.00516579,0.00896,1.202536,0
2017.09.26,-0.00516,0.00058,0.00509,-0.01015,0.00412,46.77249246,0.00420119,98.54590224,0.00468189,0.00936714,1.20137404,0
2017.09.27,-0.0054,-0.00516,0.00058,0.00509,-0.01015,42.77200801,0.00548508,98.14890341,0.00416742,0.00888857,1.19932092,0
2017.09.28,-0.00483,-0.0054,-0.00516,0.00058,0.00509,39.53298755,0.00761371,98.26049851,0.00356227,0.00892643,1.19655583,1
2017.09.29,0.00418,-0.00483,-0.0054,-0.00516,0.00058,43.43005166,0.00817851,98.4856842,0.00292852,0.00874357,1.19406724,1
2017.10.02,0.00287,0.00418,-0.00483,-0.0054,-0.00516,43.85981554,0.00836174,99.19643909,0.00225396,0.00897929,1.19182752,0
2017.10.03,-0.00574,0.00287,0.00418,-0.00483,-0.0054,39.67600311,0.0085595,98.43013207,0.0014672,0.00866286,1.18981177,1
2017.10.04,0.00122,-0.00574,0.00287,0.00418,-0.00483,40.9519353,0.00704351,98.52670968,0.00070431,0.00843357,1.18738275,1
2017.10.05,0.0015,0.00122,-0.00574,0.00287,0.00418,42.56059264,0.0067074,98.37688144,-0.00006292,0.00838929,1.18524522,0
2017.10.06,-0.00478,0.0015,0.00122,-0.00574,0.00287,38.9147259,0.00537545,97.63955476,-0.00082932,0.00849643,1.1833642,1
2017.10.09,0.00208,-0.00478,0.0015,0.00122,-0.00574,40.89539913,0.00393853,98.6383172,-0.00152545,0.00834714,1.18105921,1
2017.10.10,0.00115,0.00208,-0.00478,0.0015,0.00122,42.22868067,0.00299863,98.31497843,-0.00210027,0.00773857,1.1669,1
2017.10.11,0.00678,0.00115,0.00208,-0.00478,0.0015,49.4476539,0.00351866,99.23682729,-0.00247076,0.00763714,1.167212,1
2017.10.12,0.00502,0.00678,0.00115,0.00208,-0.00478,54.04048321,0.00484246,100.0903228,-0.00266861,0.00752643,1.16799832,0
2017.10.13,-0.00287,0.00502,0.00678,0.00115,0.00208,51.13054841,0.00531807,100.3035931,-0.00275882,0.00720643,1.16919422,0
2017.10.16,-0.00113,-0.00287,0.00502,0.00678,0.00115,49.40376226,0.00546201,100.5662562,-0.00272786,0.00674286,1.17031837,0
2017.10.17,-0.00155,-0.00113,-0.00287,0.00502,0.00678,47.82257587,0.00500517,100.0823108,-0.00262731,0.00664143,1.17137507,0
2017.10.18,-0.00295,-0.00155,-0.00113,-0.00287,0.00502,44.96508296,0.00462795,99.7938774,-0.00251283,0.00658643,1.17236836,1
2017.10.19,0.00217,-0.00295,-0.00155,-0.00113,-0.00287,47.45237997,0.00449207,100.472249,-0.00232705,0.00680143,1.17298,1
2017.10.20,0.00652,0.00217,-0.00295,-0.00155,-0.00113,54.08459461,0.00415568,100.9162672,-0.00204587,0.00687571,1.17298,0
2017.10.23,-0.00712,0.00652,0.00217,-0.00295,-0.00155,45.71046461,0.00367484,100.0493269,-0.00178027,0.00671714,1.18793,0
2017.10.24,-0.00159,-0.00712,0.00652,0.00217,-0.00295,44.29785592,0.00380458,100.3168124,-0.00160455,0.00670214,1.1876204,1
2017.10.25,0.00124,-0.00159,-0.00712,0.00652,0.00217,45.61711605,0.0039955,100.2711506,-0.001535,0.00659429,1.18731699,1
2017.10.26,0.00527,0.00124,-0.00159,-0.00712,0.00652,50.90537469,0.00320506,100.6082134,-0.00147827,0.00750143,1.18701965,0
2017.10.27,-0.01606,0.00527,0.00124,-0.00159,-0.00712,38.25275432,0.0052202,98.66518731,-0.00155968,0.00783143,1.18609887,0
2017.10.30,-0.00433,-0.01606,0.00527,0.00124,-0.00159,35.56877999,0.00729061,97.86372722,-0.00177453,0.00766786,1.18437693,1
2017.10.31,0.00451,-0.00433,-0.01606,0.00527,0.00124,40.05824825,0.00777957,98.48662907,-0.00202538,0.00740143,1.18275832,0
2017.11.01,-0.00036,0.00451,-0.00433,-0.01606,0.00527,39.81973771,0.00822419,98.60291441,-0.00232398,0.00738929,1.18123682,0
2017.11.02,-0.00235,-0.00036,0.00451,-0.00433,-0.01606,38.2330457,0.00846681,98.53912483,-0.00273433,0.00742,1.17980661,1
2017.11.03,0.00338,-0.00235,-0.00036,0.00451,-0.00433,41.84263369,0.00687849,99.07265742,-0.00312075,0.00779357,1.17846221,0
2017.11.06,-0.00495,0.00338,-0.00235,-0.00036,0.00451,38.85325552,0.00672271,98.54070335,-0.00350582,0.00765071,1.17719848,0
2017.11.07,-0.00066,-0.00495,0.00338,-0.00235,-0.00036,38.38729388,0.00651944,97.95036664,-0.00390193,0.00755214,1.17601057,0
2017.11.08,-0.00232,-0.00066,-0.00495,0.00338,-0.00235,36.73756387,0.00597532,98.48097177,-0.00436751,0.00713857,1.17435933,1
2017.11.09,0.00087,-0.00232,-0.00066,-0.00495,0.00338,37.7070775,0.00279256,98.68482656,-0.0047324,0.00695143,1.17284018,1
2017.11.10,0.00476,0.00087,-0.00232,-0.00066,-0.00495,43.47618249,0.00280066,98.9829586,-0.00493227,0.00695143,1.17144257,1
2017.11.13,0.00231,0.00476,0.00087,-0.00232,-0.00066,45.39954399,0.00282298,98.69525092,-0.00502584,0.00686357,1.17015676,1
2017.11.14,0.00089,0.00231,0.00476,0.00087,-0.00232,46.50951195,0.00314047,100.1433563,-0.00502352,0.00742786,1.15537,1
2017.11.15,0.01308,0.00089,0.00231,0.00476,0.00087,58.99962955,0.00641975,101.6632483,-0.00480952,0.00656643,1.1558718,0
2017.11.16,-0.00071,0.01308,0.00089,0.00231,0.00476,58.10595876,0.00785717,101.2009718,-0.00446907,0.00629,1.15707733,0
2017.11.17,-0.002,-0.00071,0.01308,0.00089,0.00231,55.74184876,0.00857699,101.053644,-0.00401535,0.006235,1.15823463,1
2017.11.20,0.0017,-0.002,-0.00071,0.01308,0.00089,57.2893568,0.00884687,101.4042334,-0.00345705,0.00658929,1.15934565,0
2017.11.21,-0.00524,0.0017,-0.002,-0.00071,0.01308,51.23265109,0.00813828,100.6477517,-0.00285101,0.00654286,1.16041222,1
2017.11.22,0.0006,-0.00524,0.0017,-0.002,-0.00071,51.82180929,0.00691576,101.0547161,-0.00221607,0.00669,1.16143613,1
2017.11.23,0.00845,0.0006,-0.00524,0.0017,-0.002,59.42984315,0.00613172,101.8314955,-0.00153328,0.00634214,1.16241909,1
2017.11.24,0.00265,0.00845,0.0006,-0.00524,0.0017,61.57915748,0.00593754,102.2675091,-0.00081111,0.00679643,1.16336273,1
2017.11.27,0.0081,0.00265,0.00845,0.0006,-0.00524,66.81796988,0.00668218,102.8568964,-0.00000722,0.00682643,1.16522436,0
2017.11.28,-0.00268,0.0081,0.00265,0.00845,0.0006,63.25397817,0.00603135,102.1907217,0.00070974,0.00726143,1.16769281,0
2017.11.29,-0.00538,-0.00268,0.0081,0.00265,0.00845,56.86638868,0.00607275,101.555342,0.00130689,0.00723643,1.16996379,1
2017.11.30,0.0008,-0.00538,-0.00268,0.0081,0.00265,57.50576251,0.00608024,101.5412309,0.00182881,0.00771786,1.17205309,1
2017.12.01,0.00568,0.0008,-0.00538,-0.00268,0.0081,61.87395211,0.00628608,100.8960057,0.00232085,0.00808714,1.17397524,0
2017.12.04,-0.00095,0.00568,0.0008,-0.00538,-0.00268,57.32954149,0.00611762,100.6200801,0.00279575,0.00752,1.17574362,1
2017.12.05,0.00019,-0.00095,0.00568,0.0008,-0.00538,57.47039531,0.00500826,100.8123725,0.00324817,0.00752,1.17737053,0
2017.12.06,-0.0038,0.00019,-0.00095,0.00568,0.0008,53.04460161,0.0039263,100.3266809,0.00356836,0.00768714,1.19608,0
2017.12.07,-0.00296,-0.0038,0.00019,-0.00095,0.00568,49.97019353,0.00459503,100.536177,0.0037307,0.00759,1.1957186,0
2017.12.08,-0.00221,-0.00296,-0.0038,0.00019,-0.00095,47.67792503,0.00549445,100.2922382,0.00367985,0.00730429,1.19497546,0
2017.12.11,-0.00023,-0.00221,-0.00296,-0.0038,0.00019,46.85558641,0.00521261,99.51440705,0.00348125,0.007335,1.19365693,1
2017.12.12,0.00048,-0.00023,-0.00221,-0.00296,-0.0038,47.42225975,0.00494455,99.32309822,0.00322393,0.007195,1.19241751,0
2017.12.13,-0.00267,0.00048,-0.00023,-0.00221,-0.00296,44.51816675,0.00553833,98.46530585,0.00289288,0.00762071,1.19076091,1
2017.12.14,0.00841,-0.00267,0.00048,-0.00023,-0.00221,53.93856922,0.00517968,99.40311055,0.00253096,0.00750929,1.18923684,0
2017.12.15,-0.0047,0.00841,-0.00267,0.00048,-0.00023,48.86653257,0.00405889,99.48555065,0.00214332,0.00750143,1.18783469,0
2017.12.18,-0.00284,-0.0047,0.00841,-0.00267,0.00048,45.63183545,0.00372811,99.14146786,0.00170926,0.00752714,1.18654472,1
2017.12.19,0.00367,-0.00284,-0.0047,0.00841,-0.00267,49.60638386,0.00276002,98.97500525,0.00131141,0.00757429,1.18535794,1
2017.12.20,0.00575,0.00367,-0.00284,-0.0047,0.00841,55.16308186,0.00326427,99.7968285,0.0010235,0.00721857,1.17171,1
2017.12.21,0.00329,0.00575,0.00367,-0.00284,-0.0047,58.07380933,0.00450879,100.0649044,0.0008749,0.00686714,1.1720784,1
2017.12.22,0.00012,0.00329,0.00575,0.00367,-0.00284,58.08255716,0.00516513,100.403427,0.00084441,0.00682429,1.17243943,0
2017.12.26,-0.00117,0.00012,0.00329,0.00575,0.00367,57.52673241,0.00533681,100.6189535,0.00089883,0.00651286,1.17279324,0
2017.12.27,-0.00095,-0.00117,0.00012,0.00329,0.00575,56.23292307,0.00521287,100.7322896,0.0010343,0.00642571,1.17313998,1
2017.12.28,0.0029,-0.00095,-0.00117,0.00012,0.00329,59.19769449,0.00476628,101.046484,0.00118387,0.00663714,1.17385358,1
2017.12.29,0.00555,0.0029,-0.00095,-0.00117,0.00012,64.17106008,0.00591763,101.4718004,0.00143302,0.006945,1.17517456,1
2018.01.02,0.00722,0.00555,0.0029,-0.00095,-0.00117,70.3558737,0.00778324,102.4443839,0.0018637,0.00707714,1.1773614,1
2018.01.03,0.00297,0.00722,0.00555,0.0029,-0.00095,72.11178252,0.00839972,101.9764885,0.00242559,0.007005,1.18043226,0
2018.01.04,-0.00439,0.00297,0.00722,0.00555,0.0029,65.85989013,0.00783722,102.0106988,0.00299417,0.00687857,1.18319603,1
2018.01.05,0.00537,-0.00439,0.00297,0.00722,0.00555,69.31833044,0.00834489,102.7477627,0.0035788,0.00666786,1.18627451,0
2018.01.08,-0.00386,0.00537,-0.00439,0.00297,0.00722,63.97217782,0.00818677,102.08565,0.00413327,0.00689571,1.18898357,0
2018.01.09,-0.00598,-0.00386,0.00537,-0.00439,0.00297,56.95762095,0.00752501,101.0829715,0.00460824,0.006635,1.19136754,0
2018.01.10,-0.00301,-0.00598,-0.00386,0.00537,-0.00439,53.74237646,0.00693999,100.5408001,0.00499699,0.00679714,1.19152,1
2018.01.11,0.00113,-0.00301,-0.00598,-0.00386,0.00537,54.76128616,0.00619908,100.6351399,0.00529825,0.00720286,1.19152,1
2018.01.12,0.00843,0.00113,-0.00301,-0.00598,-0.00386,61.56323052,0.00540123,101.381972,0.00555367,0.00826357,1.19227,1
2018.01.15,0.01657,0.00843,0.00113,-0.00301,-0.00598,70.655,0.00707824,102.8243728,0.00583603,0.00862714,1.19289,1
2018.01.16,0.00697,0.01657,0.00843,0.00113,-0.00301,73.55730092,0.0099728,103.1599404,0.00617174,0.00902643,1.1987684,0
2018.01.17,-0.00027,0.00697,0.01657,0.00843,0.00113,73.10913396,0.01201279,102.6530219,0.00658079,0.00967429,1.20370626,0
2018.01.18,-0.00738,-0.00027,0.00697,0.01657,0.00843,65.16670533,0.01227829,101.2919639,0.0069298,0.00987071,1.20884773,1
2018.01.19,0.00528,-0.00738,-0.00027,0.00697,0.01657,67.84045856,0.01315375,101.4820405,0.00731058,0.00980786,1.21306374,0
2018.01.22,-0.00219,0.00528,-0.00738,-0.00027,0.00697,69.37018101,0.01372301,102.1183972,0.00779355,0.00974286,1.21646,0
2018.01.23,-0.00076,-0.00219,0.00528,-0.00738,-0.00027,68.41438878,0.01285619,101.5977724,0.0083704,0.00987286,1.2193058,1
2018.01.24,0.0038,-0.00076,-0.00219,0.00528,-0.00738,70.33209547,0.01091141,102.2559079,0.0090378,0.01015429,1.22134,1
2018.01.25,0.01092,0.0038,-0.00076,-0.00219,0.00528,75.03524074,0.00906985,103.682935,0.00979061,0.01094857,1.22227,0
2018.01.26,-0.00115,0.01092,0.0038,-0.00076,-0.00219,73.50682028,0.00709995,103.8364543,0.01044701,0.01114286,1.228562,1
2018.01.29,0.00274,-0.00115,0.01092,0.0038,-0.00076,74.88222303,0.00773382,104.0161382,0.0109882,0.01139714,1.2335956,0
2018.01.30,-0.00454,0.00274,-0.00115,0.01092,0.0038,69.57469932,0.00797019,102.9107895,0.01139637,0.01156929,1.25373,1
2018.01.31,0.00201,-0.00454,0.00274,-0.00115,0.01092,70.53778907,0.00816601,101.7084413,0.01177872,0.01127357,1.2533242,1
2018.02.01,0.0012,0.00201,-0.00454,0.00274,-0.00115,71.14620286,0.00702029,101.2298257,0.01210031,0.01090929,1.25292652,1
2018.02.02,0.00956,0.0012,0.00201,-0.00454,0.00274,75.48888564,0.00739537,102.0427643,0.0124271,0.01090786,1.25253679,0
2018.02.05,-0.00588,0.00956,0.0012,0.00201,-0.00454,67.30686717,0.00668394,102.0765619,0.0126984,0.01108143,1.25226,0
2018.02.06,-0.00708,-0.00588,0.00956,0.0012,0.00201,60.3773048,0.00555233,101.0599523,0.01282705,0.01090071,1.2518836,1
2018.02.07,0.00091,-0.00708,-0.00588,0.00956,0.0012,60.93030405,0.0049546,100.8705363,0.01275366,0.01133143,1.25106226,0
2018.02.08,-0.01132,0.00091,-0.00708,-0.00588,0.00956,51.22859589,0.00703188,100.0171294,0.01243408,0.01134786,1.24947092,0
2018.02.09,-0.00156,-0.01132,0.00091,-0.00708,-0.00588,50.03322662,0.00863194,99.58040252,0.01188184,0.01151429,1.24720765,1
2018.02.12,0.00016,-0.00156,-0.01132,0.00091,-0.00708,50.12049001,0.00927975,98.71279228,0.01119473,0.011365,1.24453788,1
2018.02.13,0.00434,0.00016,-0.00156,-0.01132,0.00091,53.56611153,0.00935552,99.16891249,0.01043105,0.01109786,1.24213509,1
2018.02.14,0.00597,0.00434,0.00016,-0.00156,-0.01132,57.84392839,0.00881465,99.38036148,0.00965793,0.01120857,1.22051,1
2018.02.15,0.00997,0.00597,0.00434,0.00016,-0.00156,63.85331632,0.00874947,100.545177,0.0088894,0.01077071,1.2210292,1
2018.02.16,0.00562,0.00997,0.00597,0.00434,0.00016,66.67910892,0.00888981,100.8297919,0.00824537,0.01124786,1.22222763,0
2018.02.19,-0.01001,0.00562,0.00997,0.00597,0.00434,57.64585521,0.00886697,99.91057546,0.00767828,0.01086857,1.22422637,1
2018.02.20,0.00043,-0.01001,0.00562,0.00997,0.00597,57.89278829,0.00905251,99.17974465,0.0071736,0.01089857,1.22610519,0
2018.02.21,-0.0069,0.00043,-0.01001,0.00562,0.00997,52.30217613,0.0088813,99.19029317,0.00676222,0.01047714,1.22787128,0
2018.02.22,-0.00531,-0.0069,0.00043,-0.01001,0.00562,48.38082003,0.00833631,99.31587162,0.0063944,0.01035929,1.25554,1
2018.02.23,0.0048,-0.00531,-0.0069,0.00043,-0.01001,51.74021114,0.0076301,99.62262931,0.0061055,0.00996786,1.2549476,0
2018.02.26,-0.00358,0.0048,-0.00531,-0.0069,0.00043,49.05011734,0.00737924,100.2446643,0.00581073,0.00966071,1.25436705,1
2018.02.27,0.00249,-0.00358,0.0048,-0.00531,-0.0069,50.83532196,0.00742139,100.5683535,0.00548334,0.00940857,1.25379811,0
2018.02.28,-0.00834,0.00249,-0.00358,0.0048,-0.00531,44.86085247,0.00874146,99.87343839,0.00497174,0.00919929,1.25253058,0
2018.03.01,-0.00387,-0.00834,0.00249,-0.00358,0.0048,42.35894976,0.00923003,99.20181605,0.00423834,0.00946214,1.25050495,1
2018.03.02,0.00722,-0.00387,-0.00834,0.00249,-0.00358,48.10733403,0.00662948,99.3117186,0.00349401,0.00962143,1.24769815,1
2018.03.05,0.0053,0.00722,-0.00387,-0.00834,0.00249,52.88088728,0.00570128,99.06818328,0.0028064,0.00968429,1.2451159,1
2018.03.06,0.00017,0.0053,0.00722,-0.00387,-0.00834,52.99695488,0.0048434,98.64758949,0.00223446,0.00899143,1.24274023,1
2018.03.07,0.00687,0.00017,0.0053,0.00722,-0.00387,57.50601517,0.00613786,100.0072571,0.00186814,0.00897929,1.21542,1
2018.03.08,0.0008,0.00687,0.00017,0.0053,0.00722,58.01629287,0.00708379,100.0386919,0.00163262,0.00887786,1.2160016,0
2018.03.09,-0.01001,0.0008,0.00687,0.00017,0.0053,49.90831112,0.00693758,99.79004369,0.00144572,0.00884286,1.21714434,0
2018.03.12,-0.00062,-0.01001,0.0008,0.00687,0.00017,49.95327961,0.00672814,100.2369417,0.00127846,0.00857714,1.21824136,1
2018.03.13,0.00232,-0.00062,-0.01001,0.0008,0.00687,51.75671624,0.00673924,100.0438013,0.00122352,0.00867929,1.21929451,1
2018.03.14,0.00575,0.00232,-0.00062,-0.01001,0.0008,55.98967808,0.00641312,100.8103029,0.00134292,0.00848643,1.22030553,0
2018.03.15,-0.00245,0.00575,0.00232,-0.00062,-0.01001,53.85672494,0.00441407,100.4197962,0.0015121,0.00867143,1.22127611,0
2018.03.16,-0.0063,-0.00245,0.00575,0.00232,-0.00062,48.63277079,0.00397655,100.5935494,0.00160198,0.00866,1.22220786,0
2018.03.19,-0.00165,-0.0063,-0.00245,0.00575,0.00232,47.36259098,0.00452097,100.7841014,0.00161284,0.00848714,1.22310235,1
2018.03.20,0.00462,-0.00165,-0.0063,-0.00245,0.00575,51.27129435,0.00448831,100.5666716,0.00154234,0.00892643,1.24457,0
2018.03.21,-0.0091,0.00462,-0.00165,-0.0063,-0.00245,44.30089998,0.00496791,99.2734821,0.00132124,0.00885286,1.244157,1
2018.03.22,0.00948,-0.0091,0.00462,-0.00165,-0.0063,51.69255283,0.00393478,100.0299972,0.00115796,0.00898714,1.24375226,0
2018.03.23,-0.00333,0.00948,-0.0091,0.00462,-0.00165,49.25475052,0.00397349,99.21628704,0.00101213,0.00879214,1.24335561,1
2018.03.26,0.0048,-0.00333,0.00948,-0.0091,0.00462,52.42036255,0.00400774,99.49961726,0.00089929,0.00894714,1.22392,1
2018.03.27,0.00941,0.0048,-0.00333,0.00948,-0.0091,58.60775047,0.0054241,101.0909829,0.00084761,0.00926,1.224364,0
2018.03.28,-0.00428,0.00941,0.0048,-0.00333,0.00948,55.13738113,0.00573949,100.7359511,0.00082759,0.00907,1.22529424,0
2018.03.29,-0.0094,-0.00428,0.00941,0.0048,-0.00333,48.40530698,0.00563671,99.78433248,0.00080523,0.00900214,1.22618727,0
2018.03.30,-0.00076,-0.0094,-0.00428,0.00941,0.0048,47.89612439,0.0055086,99.25996465,0.0007889,0.00889857,1.22704458,1
2018.04.02,0.002,-0.00076,-0.0094,-0.00428,0.00941,49.41908855,0.00529893,99.61672812,0.00075444,0.00869143,1.2278676,0
2018.04.03,-0.00187,0.002,-0.00076,-0.0094,-0.00428,47.93268145,0.005404,99.96586504,0.0007691,0.00880929,1.24762,0
